publish_date,headline_text
20030726,blond angel death arrested
20030330,iraq rejects renewed un oil food resolution
20030322,super mario shrugs stomach upset defend san
20030324,agforce concern rail jobs
20031230,private bore owners may face restrictions
20030729,fire destroys newcastle mba office
20030515,cyclists raising funds fight youth suicide
20031117,democrats warn rann dog bill voter backlash
20030328,official rejects failed state tag png
20030729,elliott makes two changes raiders line
20031223,bush clearing plans cause controversy
20030724,indigenous compo scheme proving be slow process
20030327,key witness rivkin admits lies
20031103,jewish leader backs carr peace prize row
20031001,irb says cant help pacific player problem
20030408,hill changes footing sas role
20030801,abuse victim admits relief crowley jailed
20030812,mourners pay tribute jack ingham
20030411,nsw govt rejects council stamp duty claims
20030413,storms keep emergency crews busy night
20030819,butler foregoes excellency title
20030801,claim tropical disease misdiagnosis killing dozens
20030713,waugh upbeat darwin test debut
20031107,man charged sydney shooting
20030816,qld indigenous communities go alcohol free
20030719,lehmann waugh lead australian charge day two
20030520,baby talk baffles pilots
20031005,pm consult public senate changes
20031224,palestinians killed gaza incursion
20030909,high tech stocks big performers markets
20030323,siege follows double stabbing
20031118,man held arrest purana taskforce
20031021,lonhro drawn wide cox plate
20030331,washing machine may have sparked blaze
20030320,mp urged resign over war stance
20030621,hodgson ready ducati party misano
20030219,regulator inspect gm canola trials
20030328,protest leaders ask police another chance
20030414,virgin not ruling out flights kalgoorlie
20030409,mums petition end double jeopardy law
20031116,stanges iraq starts tour a win
20031220,un urges peacekeeping troops liberia
20030628,police seek man attempted abduction
20031206,wa miners fear royalty review
20031015,fishermen warn job losses new reef zones
20030718,rail line set reopen
20030627,wallabies dump paul and grey
20030928,county fair adds spice road kill cook off
20030409,men convicted murdering 3 members bandido
20030302,police deny arresting 50 zimbabwe opposition
20030428,yanks grab rugby world cup berth
20030515,irrigators raise concerns river health reports
20031004,weapons inspector presents evidence congress
20030317,ferguson considering giving youngster premiership
20031029,nsw drug jail will fail opposition
20030709,whale entangled cray pot lines
20031114,new test could help focus hiv treatments
20031201,police be interviewed schoolies claim
20030228,hawks secure shot crocs
20030530,police seek help hunting hotel vandals
20031121,storms black western nsw
20030907,afghan president calls pakistans support
20031229,dolphin freed outer harbour net
20030314,minister considers worker housing shortage
20031013,whales end sydney harbour stopover
20030713,waugh upbeat darwin test debut
20030630,no word fingleton lawyers
20030323,bomb thunder rolls baghdad
20030625,act government passes budget
20030924,sa catholic church offers 2m abuse payout
20030415,afghan refugee returns family launceston
20031211,cash flows ansett workers
20030223,downer pushes urgent talks n korea
20031120,agl defends plan increase electricity prices
20030814,gunmen threaten collaborators iraq
20030328,five way tie rain plagued players championship
20030612,tallis free play high shot club team
20030310,folk festival declared a success
20031116,scots surprise dutch euro 2004 play offs
20030408,budd makes marathon trip back london
20030330,east anglian clubs eye premier league play offs
20030325,anti discrimination commissioner issues warning
20030804,no sydney water restrictions now
20031001,opposition council economic tourism plans
20030812,university database preserve anangu culture
20030912,albany jobless rate falls
20031006,nats agree wine tax hard swallow
20031205,two killed three injured head car collision
20031020,mps back schoolgirls bid stay tasmania
20030810,space wedding nears lift off
20031119,atsic chairman says food card still a priority
20030315,hurricanes sweep sharks
20030524,nine killed ugandan rebel attack
20030624,taiwan awaits end sars warning
20030318,family joins forest search man
20030913,opals outshine tall ferns
20031117,uruguayan family last ditch visa bid
20030903,typhoon hits hong kong and guandong
20031229,big crowds get taste tassie
20030622,drug company investigated killer x ray dye
20030505,bombers struggling lift tigers clash
20031015,indy excitement grows coast
20030815,govt refuses bali victims lump sum payment
20031119,group consider planned hospital changes
20030608,residents journalists caught congolese crossfire
20031008,reserve leaves interest rates unchanged
20031119,solomons minister held over domestic incident
20031212,sa govt compared milli vanilli
20030929,fears aired entally house delay
20030423,inflation pushes reserves target
20030508,analysts expect no change jobless rate
20031020,new thai trade deal steers profits holdens way
20030610,tugger gives joey and boys some advice
20031213,nigeria warns bounty hunters off taylor snatch
20030707,tuna billfish the menu fisheries forum
20030509,call return ballot papers
20030219,sa premier calls action river murray
20031229,cyprus holds pakistanis terror suspects
20031026,israel razes gaza buildings
20031001,cure tassie devil cancer still years away
20030709,progress efforts attract medical specialists
20031018,model tasmanian student be deported
20031126,act rejects australia day celebrations
20030525,anger erupts quake response
20030705,lacklustre woods clings western open lead
20030517,curfews backfire home researcher
20030623,daniher pledges demons turnaround
20031215,afghans start debate new constitution
20030425,malaria killing african children alarming rate
20030527,unions clash abbott vendetta
20030519,tasmania have anti terrorism unit
20031114,nt opposition leader dumped
20031030,union kicks blundstone giving workers the boot
20030512,castroneves grabs indy 500 pole
20030313,stomach flu bug hits indian wells tournament
20031204,call boost kalgoorlie homeless housing
20031003,former policeman guilty indecent dealing
